NAMESPACE	LAST SEEN	TYPE	REASON	OBJECT	MESSAGE
zarf                        8m33s       Normal    Pulling                          pod/agent-hook-79796948fb-s72fd                                                                                      Pulling image "127.0.0.1:31999/zarf-dev/zarf/agent:v0.38.2"
zarf                        8m33s       Normal    SuccessfulCreate                 replicaset/agent-hook-79796948fb                                                                                     Created pod: agent-hook-79796948fb-tdcpf
zarf                        8m33s       Normal    ScalingReplicaSet                deployment/agent-hook                                                                                                Scaled up replica set agent-hook-79796948fb to 2
zarf                        8m33s       Normal    SuccessfulCreate                 replicaset/agent-hook-79796948fb                                                                                     Created pod: agent-hook-79796948fb-s72fd
zarf                        8m33s       Normal    Pulling                          pod/agent-hook-79796948fb-tdcpf                                                                                      Pulling image "127.0.0.1:31999/zarf-dev/zarf/agent:v0.38.2"
zarf                        8m32s       Normal    ScalingReplicaSet                deployment/zarf-docker-registry                                                                                      Scaled down replica set zarf-docker-registry-745c48f4fb to 0 from 1
zarf                        8m32s       Normal    Killing                          pod/zarf-docker-registry-745c48f4fb-ftkfn                                                                            Stopping container docker-registry
zarf                        8m32s       Normal    Started                          pod/agent-hook-79796948fb-tdcpf                                                                                      Started container server
zarf                        8m32s       Normal    Pulled                           pod/agent-hook-79796948fb-tdcpf                                                                                      Successfully pulled image "127.0.0.1:31999/zarf-dev/zarf/agent:v0.38.2" in 656ms (656ms including waiting)
zarf                        8m32s       Normal    Started                          pod/agent-hook-79796948fb-s72fd                                                                                      Started container server
zarf                        8m32s       Normal    Created                          pod/agent-hook-79796948fb-s72fd                                                                                      Created container server
zarf                        8m32s       Normal    Pulled                           pod/agent-hook-79796948fb-s72fd                                                                                      Successfully pulled image "127.0.0.1:31999/zarf-dev/zarf/agent:v0.38.2" in 656ms (657ms including waiting)
zarf                        8m32s       Normal    Created                          pod/agent-hook-79796948fb-tdcpf                                                                                      Created container server
zarf                        8m32s       Normal    SuccessfulDelete                 replicaset/zarf-docker-registry-745c48f4fb                                                                           Deleted pod: zarf-docker-registry-745c48f4fb-ftkfn
istio-system                7m27s       Normal    ScalingReplicaSet                deployment/istiod                                                                                                    Scaled up replica set istiod-84cf89cbcb to 1
istio-system                7m27s       Normal    NoPods                           poddisruptionbudget/istiod                                                                                           No matching pods found
istio-system                7m27s       Normal    SuccessfulCreate                 replicaset/istiod-84cf89cbcb                                                                                         Created pod: istiod-84cf89cbcb-8ct4b
istio-system                7m27s       Normal    Pulling                          pod/istiod-84cf89cbcb-8ct4b                                                                                          Pulling image "127.0.0.1:31999/istio/pilot:1.22.3-distroless-zarf-4264239833"
istio-system                7m26s       Normal    Started                          pod/istiod-84cf89cbcb-8ct4b                                                                                          Started container discovery
istio-system                7m26s       Normal    Created                          pod/istiod-84cf89cbcb-8ct4b                                                                                          Created container discovery
istio-system                7m26s       Normal    Pulled                           pod/istiod-84cf89cbcb-8ct4b                                                                                          Successfully pulled image "127.0.0.1:31999/istio/pilot:1.22.3-distroless-zarf-4264239833" in 777ms (777ms including waiting)
istio-admin-gateway         7m23s       Normal    ScalingReplicaSet                deployment/admin-ingressgateway                                                                                      Scaled up replica set admin-ingressgateway-65c568569f to 1
istio-admin-gateway         7m23s       Normal    SuccessfulCreate                 replicaset/admin-ingressgateway-65c568569f                                                                           Created pod: admin-ingressgateway-65c568569f-kt4mx
istio-admin-gateway         7m23s       Normal    IPAllocated                      service/admin-ingressgateway                                                                                         Assigned IP ["172.20.0.200"]
istio-admin-gateway         7m22s       Normal    Pulling                          pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Pulling image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless"
istio-admin-gateway         7m21s       Normal    Created                          pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Created container istio-proxy
istio-admin-gateway         7m21s       Normal    Pulled                           pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Successfully pulled image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" in 1.108s (1.108s including waiting)
istio-admin-gateway         7m21s       Normal    Started                          pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Started container istio-proxy
istio-admin-gateway         7m20s       Normal    nodeAssigned                     service/admin-ingressgateway                                                                                         announcing from node "k3d-uds-server-0" with protocol "layer2"
istio-tenant-gateway        7m17s       Normal    IPAllocated                      service/tenant-ingressgateway                                                                                        Assigned IP ["172.20.0.201"]
istio-tenant-gateway        7m17s       Normal    Created                          pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Created container istio-proxy
istio-tenant-gateway        7m17s       Normal    ScalingReplicaSet                deployment/tenant-ingressgateway                                                                                     Scaled up replica set tenant-ingressgateway-79d5d77d67 to 1
istio-tenant-gateway        7m17s       Normal    SuccessfulCreate                 replicaset/tenant-ingressgateway-79d5d77d67                                                                          Created pod: tenant-ingressgateway-79d5d77d67-28nc2
istio-tenant-gateway        7m17s       Normal    Pulling                          pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Pulling image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless"
istio-tenant-gateway        7m17s       Normal    Pulled                           pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Successfully pulled image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" in 68ms (68ms including waiting)
istio-tenant-gateway        7m16s       Normal    Started                          pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Started container istio-proxy
istio-tenant-gateway        7m16s       Warning   Unhealthy                        pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Readiness probe failed: Get "http://10.42.0.19:15021/healthz/ready": dial tcp 10.42.0.19:15021: connect: connection refused
istio-tenant-gateway        7m15s       Normal    nodeAssigned                     service/tenant-ingressgateway                                                                                        announcing from node "k3d-uds-server-0" with protocol "layer2"
istio-passthrough-gateway   7m13s       Normal    SuccessfulCreate                 replicaset/passthrough-ingressgateway-77f78c89b5                                                                     Created pod: passthrough-ingressgateway-77f78c89b5-fm7t4
istio-passthrough-gateway   7m13s       Normal    IPAllocated                      service/passthrough-ingressgateway                                                                                   Assigned IP ["172.20.0.202"]
istio-passthrough-gateway   7m13s       Normal    ScalingReplicaSet                deployment/passthrough-ingressgateway                                                                                Scaled up replica set passthrough-ingressgateway-77f78c89b5 to 1
istio-passthrough-gateway   7m12s       Normal    Pulling                          pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Pulling image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless"
istio-passthrough-gateway   7m12s       Normal    Started                          pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Started container istio-proxy
istio-passthrough-gateway   7m12s       Normal    Pulled                           pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Successfully pulled image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" in 65ms (65ms including waiting)
istio-passthrough-gateway   7m12s       Normal    Created                          pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Created container istio-proxy
istio-passthrough-gateway   7m11s       Normal    nodeAssigned                     service/passthrough-ingressgateway                                                                                   announcing from node "k3d-uds-server-0" with protocol "layer2"
pepr-system                 7m8s        Normal    SuccessfulCreate                 replicaset/pepr-uds-core-65ff788585                                                                                  Created pod: pepr-uds-core-65ff788585-578cp
pepr-system                 7m8s        Normal    ScalingReplicaSet                deployment/pepr-uds-core                                                                                             Scaled up replica set pepr-uds-core-65ff788585 to 2
pepr-system                 7m8s        Normal    ScalingReplicaSet                deployment/pepr-uds-core-watcher                                                                                     Scaled up replica set pepr-uds-core-watcher-76956c5c56 to 1
pepr-system                 7m8s        Normal    SuccessfulCreate                 replicaset/pepr-uds-core-watcher-76956c5c56                                                                          Created pod: pepr-uds-core-watcher-76956c5c56-sbtcd
pepr-system                 7m8s        Normal    SuccessfulCreate                 replicaset/pepr-uds-core-65ff788585                                                                                  Created pod: pepr-uds-core-65ff788585-ltl4h
pepr-system                 7m7s        Normal    Created                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Created container istio-init
pepr-system                 7m7s        Normal    Started                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Started container istio-init
pepr-system                 7m7s        Normal    Created                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Created container istio-init
pepr-system                 7m7s        Normal    Pulled                           pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 7m7s        Normal    Started                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Started container istio-init
pepr-system                 7m7s        Normal    Pulled                           pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 7m7s        Normal    Started                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Started container istio-init
pepr-system                 7m7s        Normal    Created                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Created container istio-init
pepr-system                 7m7s        Normal    Pulled                           pod/pepr-uds-core-65ff788585-578cp                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 7m6s        Normal    Pulled                           pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 7m6s        Normal    Pulling                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Pulling image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620"
pepr-system                 7m6s        Normal    Pulled                           pod/pepr-uds-core-65ff788585-578cp                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 7m6s        Normal    Created                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Created container istio-proxy
pepr-system                 7m6s        Normal    Started                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Started container istio-proxy
pepr-system                 7m6s        Normal    Pulling                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Pulling image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620"
pepr-system                 7m6s        Normal    Pulled                           pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 7m6s        Normal    Created                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Created container istio-proxy
pepr-system                 7m6s        Normal    Pulling                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Pulling image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620"
pepr-system                 7m6s        Normal    Started                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Started container istio-proxy
pepr-system                 7m6s        Normal    Created                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Created container istio-proxy
pepr-system                 7m6s        Normal    Started                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Started container istio-proxy
pepr-system                 7m5s        Normal    Pulled                           pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Successfully pulled image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620" in 1.094s (1.094s including waiting)
pepr-system                 7m5s        Normal    Created                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Created container watcher
pepr-system                 7m5s        Normal    Created                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Created container server
pepr-system                 7m5s        Normal    Started                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Started container watcher
pepr-system                 7m5s        Normal    Pulled                           pod/pepr-uds-core-65ff788585-578cp                                                                                   Successfully pulled image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620" in 1.094s (1.094s including waiting)
pepr-system                 7m5s        Normal    Created                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Created container server
pepr-system                 7m5s        Normal    Started                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Started container server
pepr-system                 7m5s        Normal    Pulled                           pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Successfully pulled image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620" in 1.096s (1.096s including waiting)
pepr-system                 7m5s        Normal    Started                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Started container server
pepr-system                 7m3s        Warning   Unhealthy                        pod/pepr-uds-core-65ff788585-578cp                                                                                   Readiness probe failed: HTTP probe failed with statuscode: 500
pepr-system                 7m3s        Warning   Unhealthy                        pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Readiness probe failed: HTTP probe failed with statuscode: 500
pepr-system                 7m3s        Warning   Unhealthy                        pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Readiness probe failed: HTTP probe failed with statuscode: 500
istio-tenant-gateway        7m2s        Warning   FailedGetResourceMetric          horizontalpodautoscaler/tenant-ingressgateway                                                                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-tenant-gateway        7m2s        Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/tenant-ingressgateway                                                                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
pepr-system                 7m1s        Warning   Unhealthy                        pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Readiness probe failed: HTTP probe failed with statuscode: 404
zarf                        7m          Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/zarf-docker-registry                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
zarf                        7m          Warning   FailedGetResourceMetric          horizontalpodautoscaler/zarf-docker-registry                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-passthrough-gateway   6m58s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/passthrough-ingressgateway                                                                   failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-passthrough-gateway   6m58s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/passthrough-ingressgateway                                                                   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-system                6m57s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/istiod                                                                                       failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-system                6m57s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/istiod                                                                                       invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-admin-gateway         6m53s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/admin-ingressgateway                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-admin-gateway         6m53s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/admin-ingressgateway                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
metrics-server              6m48s       Normal    ScalingReplicaSet                deployment/metrics-server                                                                                            Scaled up replica set metrics-server-69584cc865 to 1
metrics-server              6m48s       Normal    Pulled                           pod/metrics-server-69584cc865-xj8s5                                                                                  Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
metrics-server              6m48s       Normal    SuccessfulCreate                 replicaset/metrics-server-69584cc865                                                                                 Created pod: metrics-server-69584cc865-xj8s5
metrics-server              6m48s       Normal    Started                          pod/metrics-server-69584cc865-xj8s5                                                                                  Started container istio-init
metrics-server              6m48s       Normal    Created                          pod/metrics-server-69584cc865-xj8s5                                                                                  Created container istio-init
metrics-server              6m47s       Normal    Pulled                           pod/metrics-server-69584cc865-xj8s5                                                                                  Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
metrics-server              6m47s       Normal    Pulling                          pod/metrics-server-69584cc865-xj8s5                                                                                  Pulling image "127.0.0.1:31999/metrics-server/metrics-server:v0.7.1-zarf-459117927"
istio-tenant-gateway        6m47s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/tenant-ingressgateway                                                                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-tenant-gateway        6m47s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/tenant-ingressgateway                                                                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
metrics-server              6m47s       Normal    Created                          pod/metrics-server-69584cc865-xj8s5                                                                                  Created container istio-proxy
metrics-server              6m47s       Normal    Started                          pod/metrics-server-69584cc865-xj8s5                                                                                  Started container istio-proxy
metrics-server              6m46s       Normal    Started                          pod/metrics-server-69584cc865-xj8s5                                                                                  Started container metrics-server
metrics-server              6m46s       Normal    Created                          pod/metrics-server-69584cc865-xj8s5                                                                                  Created container metrics-server
metrics-server              6m46s       Normal    Pulled                           pod/metrics-server-69584cc865-xj8s5                                                                                  Successfully pulled image "127.0.0.1:31999/metrics-server/metrics-server:v0.7.1-zarf-459117927" in 541ms (541ms including waiting)
zarf                        6m45s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/zarf-docker-registry                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
zarf                        6m45s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/zarf-docker-registry                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-passthrough-gateway   6m43s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/passthrough-ingressgateway                                                                   failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-passthrough-gateway   6m43s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/passthrough-ingressgateway                                                                   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-system                6m42s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/istiod                                                                                       failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-system                6m42s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/istiod                                                                                       invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-admin-gateway         6m38s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/admin-ingressgateway                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-admin-gateway         6m38s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/admin-ingressgateway                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-tenant-gateway        6m32s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/tenant-ingressgateway                                                                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
istio-tenant-gateway        6m32s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/tenant-ingressgateway                                                                        failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
zarf                        6m30s       Normal    ScalingReplicaSet                deployment/zarf-docker-registry                                                                                      Scaled up replica set zarf-docker-registry-5bdb47fb66 to 2 from 1
zarf                        6m30s       Normal    SuccessfulRescale                horizontalpodautoscaler/zarf-docker-registry                                                                         New size: 2; reason: cpu resource utilization (percentage of request) above target
zarf                        6m30s       Normal    SuccessfulCreate                 replicaset/zarf-docker-registry-5bdb47fb66                                                                           Created pod: zarf-docker-registry-5bdb47fb66-qbshr
zarf                        6m30s       Normal    Started                          pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Started container docker-registry
zarf                        6m30s       Normal    Created                          pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Created container docker-registry
zarf                        6m30s       Normal    Pulled                           pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Container image "127.0.0.1:31999/library/registry:2.8.3" already present on machine
uds-dev-stack               6m25s       Normal    Started                          pod/helper-pod-create-pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8                                                       Started container helper-pod
keycloak                    6m25s       Normal    WaitForFirstConsumer             persistentvolumeclaim/keycloak-themes                                                                                waiting for first consumer to be created before binding
uds-dev-stack               6m25s       Normal    Pulled                           pod/helper-pod-create-pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28                                                       Container image "busybox" already present on machine
uds-dev-stack               6m25s       Normal    Created                          pod/helper-pod-create-pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8                                                       Created container helper-pod
uds-dev-stack               6m25s       Normal    Pulled                           pod/helper-pod-create-pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8                                                       Container image "busybox" already present on machine
uds-dev-stack               6m25s       Normal    Started                          pod/helper-pod-create-pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28                                                       Started container helper-pod
uds-dev-stack               6m25s       Normal    Created                          pod/helper-pod-create-pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28                                                       Created container helper-pod
keycloak                    6m25s       Normal    SuccessfulCreate                 statefulset/keycloak                                                                                                 create Pod keycloak-0 in StatefulSet keycloak successful
keycloak                    6m25s       Normal    Provisioning                     persistentvolumeclaim/keycloak-themes                                                                                External provisioner is provisioning volume for claim "keycloak/keycloak-themes"
keycloak                    6m25s       Normal    ExternalProvisioning             persistentvolumeclaim/keycloak-themes                                                                                Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
keycloak                    6m25s       Normal    Provisioning                     persistentvolumeclaim/keycloak-data                                                                                  External provisioner is provisioning volume for claim "keycloak/keycloak-data"
keycloak                    6m25s       Normal    ExternalProvisioning             persistentvolumeclaim/keycloak-data                                                                                  Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
keycloak                    6m25s       Normal    WaitForFirstConsumer             persistentvolumeclaim/keycloak-data                                                                                  waiting for first consumer to be created before binding
keycloak                    6m23s       Normal    ProvisioningSucceeded            persistentvolumeclaim/keycloak-themes                                                                                Successfully provisioned volume pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8
keycloak                    6m23s       Normal    ProvisioningSucceeded            persistentvolumeclaim/keycloak-data                                                                                  Successfully provisioned volume pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28
keycloak                    6m22s       Normal    Created                          pod/keycloak-0                                                                                                       Created container uds-config
keycloak                    6m22s       Normal    Pulled                           pod/keycloak-0                                                                                                       Successfully pulled image "127.0.0.1:31999/defenseunicorns/uds/identity-config:0.6.0-zarf-1934043158" in 383ms (383ms including waiting)
keycloak                    6m22s       Normal    Pulling                          pod/keycloak-0                                                                                                       Pulling image "127.0.0.1:31999/defenseunicorns/uds/identity-config:0.6.0-zarf-1934043158"
keycloak                    6m22s       Normal    Started                          pod/keycloak-0                                                                                                       Started container uds-config
keycloak                    6m21s       Normal    Pulled                           pod/keycloak-0                                                                                                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
keycloak                    6m21s       Normal    Started                          pod/keycloak-0                                                                                                       Started container istio-init
keycloak                    6m21s       Normal    Created                          pod/keycloak-0                                                                                                       Created container istio-init
keycloak                    6m20s       Normal    Pulling                          pod/keycloak-0                                                                                                       Pulling image "127.0.0.1:31999/keycloak/keycloak:24.0.5-zarf-2242132316"
keycloak                    6m20s       Normal    Started                          pod/keycloak-0                                                                                                       Started container istio-proxy
keycloak                    6m20s       Normal    Created                          pod/keycloak-0                                                                                                       Created container istio-proxy
keycloak                    6m20s       Normal    Pulled                           pod/keycloak-0                                                                                                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
keycloak                    6m18s       Normal    Pulled                           pod/keycloak-0                                                                                                       Successfully pulled image "127.0.0.1:31999/keycloak/keycloak:24.0.5-zarf-2242132316" in 1.802s (1.802s including waiting)
keycloak                    6m18s       Normal    Created                          pod/keycloak-0                                                                                                       Created container keycloak
keycloak                    6m18s       Normal    Started                          pod/keycloak-0                                                                                                       Started container keycloak
keycloak                    5m53s       Warning   Unhealthy                        pod/keycloak-0                                                                                                       Liveness probe failed: HTTP probe failed with statuscode: 500
keycloak                    5m43s       Warning   Unhealthy                        pod/keycloak-0                                                                                                       Readiness probe failed: HTTP probe failed with statuscode: 500
neuvector                   5m12s       Normal    SuccessfulCreate                 replicaset/neuvector-controller-pod-76986f95cb                                                                       Created pod: neuvector-controller-pod-76986f95cb-w2b2d
neuvector                   5m12s       Normal    SuccessfulCreate                 replicaset/neuvector-controller-pod-76986f95cb                                                                       Created pod: neuvector-controller-pod-76986f95cb-7dh7q
neuvector                   5m12s       Normal    ScalingReplicaSet                deployment/neuvector-scanner-pod                                                                                     Scaled up replica set neuvector-scanner-pod-64d5b96b4d to 3
