NAMESPACE	LAST SEEN	TYPE	REASON	OBJECT	MESSAGE
zarf                        10m         Normal    ScalingReplicaSet                deployment/agent-hook                                                                                                Scaled up replica set agent-hook-79796948fb to 2
zarf                        10m         Normal    Created                          pod/agent-hook-79796948fb-s72fd                                                                                      Created container server
zarf                        10m         Normal    Started                          pod/agent-hook-79796948fb-tdcpf                                                                                      Started container server
zarf                        10m         Normal    Started                          pod/agent-hook-79796948fb-s72fd                                                                                      Started container server
zarf                        10m         Normal    ScalingReplicaSet                deployment/zarf-docker-registry                                                                                      Scaled down replica set zarf-docker-registry-745c48f4fb to 0 from 1
zarf                        10m         Normal    Pulled                           pod/agent-hook-79796948fb-s72fd                                                                                      Successfully pulled image "127.0.0.1:31999/zarf-dev/zarf/agent:v0.38.2" in 656ms (657ms including waiting)
zarf                        10m         Normal    Pulled                           pod/agent-hook-79796948fb-tdcpf                                                                                      Successfully pulled image "127.0.0.1:31999/zarf-dev/zarf/agent:v0.38.2" in 656ms (656ms including waiting)
zarf                        10m         Normal    Created                          pod/agent-hook-79796948fb-tdcpf                                                                                      Created container server
zarf                        10m         Normal    Killing                          pod/zarf-docker-registry-745c48f4fb-ftkfn                                                                            Stopping container docker-registry
zarf                        10m         Normal    SuccessfulDelete                 replicaset/zarf-docker-registry-745c48f4fb                                                                           Deleted pod: zarf-docker-registry-745c48f4fb-ftkfn
istio-system                8m58s       Normal    ScalingReplicaSet                deployment/istiod                                                                                                    Scaled up replica set istiod-84cf89cbcb to 1
istio-system                8m58s       Normal    SuccessfulCreate                 replicaset/istiod-84cf89cbcb                                                                                         Created pod: istiod-84cf89cbcb-8ct4b
istio-system                8m58s       Normal    NoPods                           poddisruptionbudget/istiod                                                                                           No matching pods found
istio-system                8m58s       Normal    Pulling                          pod/istiod-84cf89cbcb-8ct4b                                                                                          Pulling image "127.0.0.1:31999/istio/pilot:1.22.3-distroless-zarf-4264239833"
istio-system                8m57s       Normal    Created                          pod/istiod-84cf89cbcb-8ct4b                                                                                          Created container discovery
istio-system                8m57s       Normal    Started                          pod/istiod-84cf89cbcb-8ct4b                                                                                          Started container discovery
istio-system                8m57s       Normal    Pulled                           pod/istiod-84cf89cbcb-8ct4b                                                                                          Successfully pulled image "127.0.0.1:31999/istio/pilot:1.22.3-distroless-zarf-4264239833" in 777ms (777ms including waiting)
istio-admin-gateway         8m54s       Normal    SuccessfulCreate                 replicaset/admin-ingressgateway-65c568569f                                                                           Created pod: admin-ingressgateway-65c568569f-kt4mx
istio-admin-gateway         8m54s       Normal    ScalingReplicaSet                deployment/admin-ingressgateway                                                                                      Scaled up replica set admin-ingressgateway-65c568569f to 1
istio-admin-gateway         8m54s       Normal    IPAllocated                      service/admin-ingressgateway                                                                                         Assigned IP ["172.20.0.200"]
istio-admin-gateway         8m53s       Normal    Pulling                          pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Pulling image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless"
istio-admin-gateway         8m52s       Normal    Created                          pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Created container istio-proxy
istio-admin-gateway         8m52s       Normal    Started                          pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Started container istio-proxy
istio-admin-gateway         8m52s       Normal    Pulled                           pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Successfully pulled image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" in 1.108s (1.108s including waiting)
istio-admin-gateway         8m51s       Normal    nodeAssigned                     service/admin-ingressgateway                                                                                         announcing from node "k3d-uds-server-0" with protocol "layer2"
istio-tenant-gateway        8m48s       Normal    Pulled                           pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Successfully pulled image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" in 68ms (68ms including waiting)
istio-tenant-gateway        8m48s       Normal    ScalingReplicaSet                deployment/tenant-ingressgateway                                                                                     Scaled up replica set tenant-ingressgateway-79d5d77d67 to 1
istio-tenant-gateway        8m48s       Normal    IPAllocated                      service/tenant-ingressgateway                                                                                        Assigned IP ["172.20.0.201"]
istio-tenant-gateway        8m48s       Normal    SuccessfulCreate                 replicaset/tenant-ingressgateway-79d5d77d67                                                                          Created pod: tenant-ingressgateway-79d5d77d67-28nc2
istio-tenant-gateway        8m48s       Normal    Created                          pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Created container istio-proxy
istio-tenant-gateway        8m48s       Normal    Pulling                          pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Pulling image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless"
istio-tenant-gateway        8m47s       Warning   Unhealthy                        pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Readiness probe failed: Get "http://10.42.0.19:15021/healthz/ready": dial tcp 10.42.0.19:15021: connect: connection refused
istio-tenant-gateway        8m47s       Normal    Started                          pod/tenant-ingressgateway-79d5d77d67-28nc2                                                                           Started container istio-proxy
istio-tenant-gateway        8m46s       Normal    nodeAssigned                     service/tenant-ingressgateway                                                                                        announcing from node "k3d-uds-server-0" with protocol "layer2"
istio-passthrough-gateway   8m44s       Normal    SuccessfulCreate                 replicaset/passthrough-ingressgateway-77f78c89b5                                                                     Created pod: passthrough-ingressgateway-77f78c89b5-fm7t4
istio-passthrough-gateway   8m44s       Normal    IPAllocated                      service/passthrough-ingressgateway                                                                                   Assigned IP ["172.20.0.202"]
istio-passthrough-gateway   8m44s       Normal    ScalingReplicaSet                deployment/passthrough-ingressgateway                                                                                Scaled up replica set passthrough-ingressgateway-77f78c89b5 to 1
istio-passthrough-gateway   8m43s       Normal    Started                          pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Started container istio-proxy
istio-passthrough-gateway   8m43s       Normal    Created                          pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Created container istio-proxy
istio-passthrough-gateway   8m43s       Normal    Pulled                           pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Successfully pulled image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" in 65ms (65ms including waiting)
istio-passthrough-gateway   8m43s       Normal    Pulling                          pod/passthrough-ingressgateway-77f78c89b5-fm7t4                                                                      Pulling image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless"
istio-passthrough-gateway   8m42s       Normal    nodeAssigned                     service/passthrough-ingressgateway                                                                                   announcing from node "k3d-uds-server-0" with protocol "layer2"
pepr-system                 8m39s       Normal    SuccessfulCreate                 replicaset/pepr-uds-core-65ff788585                                                                                  Created pod: pepr-uds-core-65ff788585-ltl4h
pepr-system                 8m39s       Normal    ScalingReplicaSet                deployment/pepr-uds-core                                                                                             Scaled up replica set pepr-uds-core-65ff788585 to 2
pepr-system                 8m39s       Normal    ScalingReplicaSet                deployment/pepr-uds-core-watcher                                                                                     Scaled up replica set pepr-uds-core-watcher-76956c5c56 to 1
pepr-system                 8m39s       Normal    SuccessfulCreate                 replicaset/pepr-uds-core-watcher-76956c5c56                                                                          Created pod: pepr-uds-core-watcher-76956c5c56-sbtcd
pepr-system                 8m39s       Normal    SuccessfulCreate                 replicaset/pepr-uds-core-65ff788585                                                                                  Created pod: pepr-uds-core-65ff788585-578cp
pepr-system                 8m38s       Normal    Started                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Started container istio-init
pepr-system                 8m38s       Normal    Started                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Started container istio-init
pepr-system                 8m38s       Normal    Created                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Created container istio-init
pepr-system                 8m38s       Normal    Pulled                           pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 8m38s       Normal    Created                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Created container istio-init
pepr-system                 8m38s       Normal    Pulled                           pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 8m38s       Normal    Pulled                           pod/pepr-uds-core-65ff788585-578cp                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 8m38s       Normal    Created                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Created container istio-init
pepr-system                 8m38s       Normal    Started                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Started container istio-init
pepr-system                 8m37s       Normal    Started                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Started container istio-proxy
pepr-system                 8m37s       Normal    Pulled                           pod/pepr-uds-core-65ff788585-578cp                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 8m37s       Normal    Created                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Created container istio-proxy
pepr-system                 8m37s       Normal    Pulling                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Pulling image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620"
pepr-system                 8m37s       Normal    Pulling                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Pulling image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620"
pepr-system                 8m37s       Normal    Created                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Created container istio-proxy
pepr-system                 8m37s       Normal    Pulling                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Pulling image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620"
pepr-system                 8m37s       Normal    Created                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Created container istio-proxy
pepr-system                 8m37s       Normal    Pulled                           pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 8m37s       Normal    Started                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Started container istio-proxy
pepr-system                 8m37s       Normal    Pulled                           pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
pepr-system                 8m37s       Normal    Started                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Started container istio-proxy
pepr-system                 8m36s       Normal    Pulled                           pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Successfully pulled image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620" in 1.096s (1.096s including waiting)
pepr-system                 8m36s       Normal    Created                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Created container server
pepr-system                 8m36s       Normal    Pulled                           pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Successfully pulled image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620" in 1.094s (1.094s including waiting)
pepr-system                 8m36s       Normal    Started                          pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Started container server
pepr-system                 8m36s       Normal    Started                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Started container server
pepr-system                 8m36s       Normal    Created                          pod/pepr-uds-core-65ff788585-578cp                                                                                   Created container server
pepr-system                 8m36s       Normal    Pulled                           pod/pepr-uds-core-65ff788585-578cp                                                                                   Successfully pulled image "127.0.0.1:31999/defenseunicorns/pepr/controller:v0.34.1-zarf-804409620" in 1.094s (1.094s including waiting)
pepr-system                 8m36s       Normal    Started                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Started container watcher
pepr-system                 8m36s       Normal    Created                          pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Created container watcher
pepr-system                 8m34s       Warning   Unhealthy                        pod/pepr-uds-core-65ff788585-578cp                                                                                   Readiness probe failed: HTTP probe failed with statuscode: 500
pepr-system                 8m34s       Warning   Unhealthy                        pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Readiness probe failed: HTTP probe failed with statuscode: 500
pepr-system                 8m34s       Warning   Unhealthy                        pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Readiness probe failed: HTTP probe failed with statuscode: 500
istio-tenant-gateway        8m33s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/tenant-ingressgateway                                                                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-tenant-gateway        8m33s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/tenant-ingressgateway                                                                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
pepr-system                 8m32s       Warning   Unhealthy                        pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Readiness probe failed: HTTP probe failed with statuscode: 404
zarf                        8m31s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/zarf-docker-registry                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
zarf                        8m31s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/zarf-docker-registry                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-passthrough-gateway   8m29s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/passthrough-ingressgateway                                                                   failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-passthrough-gateway   8m29s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/passthrough-ingressgateway                                                                   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-system                8m28s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/istiod                                                                                       failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-system                8m28s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/istiod                                                                                       invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-admin-gateway         8m24s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/admin-ingressgateway                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
istio-admin-gateway         8m24s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/admin-ingressgateway                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
metrics-server              8m19s       Normal    Created                          pod/metrics-server-69584cc865-xj8s5                                                                                  Created container istio-init
metrics-server              8m19s       Normal    SuccessfulCreate                 replicaset/metrics-server-69584cc865                                                                                 Created pod: metrics-server-69584cc865-xj8s5
metrics-server              8m19s       Normal    ScalingReplicaSet                deployment/metrics-server                                                                                            Scaled up replica set metrics-server-69584cc865 to 1
metrics-server              8m19s       Normal    Pulled                           pod/metrics-server-69584cc865-xj8s5                                                                                  Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
metrics-server              8m19s       Normal    Started                          pod/metrics-server-69584cc865-xj8s5                                                                                  Started container istio-init
metrics-server              8m18s       Normal    Started                          pod/metrics-server-69584cc865-xj8s5                                                                                  Started container istio-proxy
metrics-server              8m18s       Normal    Created                          pod/metrics-server-69584cc865-xj8s5                                                                                  Created container istio-proxy
istio-tenant-gateway        8m18s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/tenant-ingressgateway                                                                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
metrics-server              8m18s       Normal    Pulled                           pod/metrics-server-69584cc865-xj8s5                                                                                  Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
metrics-server              8m18s       Normal    Pulling                          pod/metrics-server-69584cc865-xj8s5                                                                                  Pulling image "127.0.0.1:31999/metrics-server/metrics-server:v0.7.1-zarf-459117927"
istio-tenant-gateway        8m18s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/tenant-ingressgateway                                                                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
metrics-server              8m17s       Normal    Created                          pod/metrics-server-69584cc865-xj8s5                                                                                  Created container metrics-server
metrics-server              8m17s       Normal    Started                          pod/metrics-server-69584cc865-xj8s5                                                                                  Started container metrics-server
metrics-server              8m17s       Normal    Pulled                           pod/metrics-server-69584cc865-xj8s5                                                                                  Successfully pulled image "127.0.0.1:31999/metrics-server/metrics-server:v0.7.1-zarf-459117927" in 541ms (541ms including waiting)
zarf                        8m16s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/zarf-docker-registry                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
zarf                        8m16s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/zarf-docker-registry                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-passthrough-gateway   8m14s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/passthrough-ingressgateway                                                                   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-passthrough-gateway   8m14s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/passthrough-ingressgateway                                                                   failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-system                8m13s       Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/istiod                                                                                       invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-system                8m13s       Warning   FailedGetResourceMetric          horizontalpodautoscaler/istiod                                                                                       failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-admin-gateway         8m9s        Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/admin-ingressgateway                                                                         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-admin-gateway         8m9s        Warning   FailedGetResourceMetric          horizontalpodautoscaler/admin-ingressgateway                                                                         failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
istio-tenant-gateway        8m3s        Warning   FailedComputeMetricsReplicas     horizontalpodautoscaler/tenant-ingressgateway                                                                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
istio-tenant-gateway        8m3s        Warning   FailedGetResourceMetric          horizontalpodautoscaler/tenant-ingressgateway                                                                        failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
zarf                        8m1s        Normal    SuccessfulRescale                horizontalpodautoscaler/zarf-docker-registry                                                                         New size: 2; reason: cpu resource utilization (percentage of request) above target
zarf                        8m1s        Normal    Pulled                           pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Container image "127.0.0.1:31999/library/registry:2.8.3" already present on machine
zarf                        8m1s        Normal    Created                          pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Created container docker-registry
zarf                        8m1s        Normal    Started                          pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Started container docker-registry
zarf                        8m1s        Normal    ScalingReplicaSet                deployment/zarf-docker-registry                                                                                      Scaled up replica set zarf-docker-registry-5bdb47fb66 to 2 from 1
zarf                        8m1s        Normal    SuccessfulCreate                 replicaset/zarf-docker-registry-5bdb47fb66                                                                           Created pod: zarf-docker-registry-5bdb47fb66-qbshr
keycloak                    7m56s       Normal    Provisioning                     persistentvolumeclaim/keycloak-themes                                                                                External provisioner is provisioning volume for claim "keycloak/keycloak-themes"
keycloak                    7m56s       Normal    SuccessfulCreate                 statefulset/keycloak                                                                                                 create Pod keycloak-0 in StatefulSet keycloak successful
keycloak                    7m56s       Normal    WaitForFirstConsumer             persistentvolumeclaim/keycloak-data                                                                                  waiting for first consumer to be created before binding
uds-dev-stack               7m56s       Normal    Created                          pod/helper-pod-create-pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28                                                       Created container helper-pod
uds-dev-stack               7m56s       Normal    Started                          pod/helper-pod-create-pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28                                                       Started container helper-pod
keycloak                    7m56s       Normal    ExternalProvisioning             persistentvolumeclaim/keycloak-data                                                                                  Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
keycloak                    7m56s       Normal    Provisioning                     persistentvolumeclaim/keycloak-data                                                                                  External provisioner is provisioning volume for claim "keycloak/keycloak-data"
uds-dev-stack               7m56s       Normal    Started                          pod/helper-pod-create-pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8                                                       Started container helper-pod
keycloak                    7m56s       Normal    WaitForFirstConsumer             persistentvolumeclaim/keycloak-themes                                                                                waiting for first consumer to be created before binding
keycloak                    7m56s       Normal    ExternalProvisioning             persistentvolumeclaim/keycloak-themes                                                                                Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
uds-dev-stack               7m56s       Normal    Pulled                           pod/helper-pod-create-pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28                                                       Container image "busybox" already present on machine
uds-dev-stack               7m56s       Normal    Pulled                           pod/helper-pod-create-pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8                                                       Container image "busybox" already present on machine
uds-dev-stack               7m56s       Normal    Created                          pod/helper-pod-create-pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8                                                       Created container helper-pod
keycloak                    7m54s       Normal    ProvisioningSucceeded            persistentvolumeclaim/keycloak-data                                                                                  Successfully provisioned volume pvc-6022be0b-a422-4212-a7e9-f2cba24d0a28
keycloak                    7m54s       Normal    ProvisioningSucceeded            persistentvolumeclaim/keycloak-themes                                                                                Successfully provisioned volume pvc-e0c3d524-6a3a-4f06-96f9-393111b359e8
keycloak                    7m53s       Normal    Started                          pod/keycloak-0                                                                                                       Started container uds-config
keycloak                    7m53s       Normal    Pulled                           pod/keycloak-0                                                                                                       Successfully pulled image "127.0.0.1:31999/defenseunicorns/uds/identity-config:0.6.0-zarf-1934043158" in 383ms (383ms including waiting)
keycloak                    7m53s       Normal    Pulling                          pod/keycloak-0                                                                                                       Pulling image "127.0.0.1:31999/defenseunicorns/uds/identity-config:0.6.0-zarf-1934043158"
keycloak                    7m53s       Normal    Created                          pod/keycloak-0                                                                                                       Created container uds-config
keycloak                    7m52s       Normal    Started                          pod/keycloak-0                                                                                                       Started container istio-init
keycloak                    7m52s       Normal    Pulled                           pod/keycloak-0                                                                                                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
keycloak                    7m52s       Normal    Created                          pod/keycloak-0                                                                                                       Created container istio-init
keycloak                    7m51s       Normal    Pulled                           pod/keycloak-0                                                                                                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
keycloak                    7m51s       Normal    Created                          pod/keycloak-0                                                                                                       Created container istio-proxy
keycloak                    7m51s       Normal    Pulling                          pod/keycloak-0                                                                                                       Pulling image "127.0.0.1:31999/keycloak/keycloak:24.0.5-zarf-2242132316"
keycloak                    7m51s       Normal    Started                          pod/keycloak-0                                                                                                       Started container istio-proxy
keycloak                    7m49s       Normal    Created                          pod/keycloak-0                                                                                                       Created container keycloak
keycloak                    7m49s       Normal    Started                          pod/keycloak-0                                                                                                       Started container keycloak
keycloak                    7m49s       Normal    Pulled                           pod/keycloak-0                                                                                                       Successfully pulled image "127.0.0.1:31999/keycloak/keycloak:24.0.5-zarf-2242132316" in 1.802s (1.802s including waiting)
keycloak                    7m24s       Warning   Unhealthy                        pod/keycloak-0                                                                                                       Liveness probe failed: HTTP probe failed with statuscode: 500
keycloak                    7m14s       Warning   Unhealthy                        pod/keycloak-0                                                                                                       Readiness probe failed: HTTP probe failed with statuscode: 500
neuvector                   6m43s       Normal    Pulled                           pod/neuvector-enforcer-pod-lj8mb                                                                                     Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   6m43s       Normal    Pulled                           pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                                                                           Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   6m43s       Normal    ScalingReplicaSet                deployment/neuvector-controller-pod                                                                                  Scaled up replica set neuvector-controller-pod-76986f95cb to 3
neuvector                   6m43s       Normal    SuccessfulCreate                 replicaset/neuvector-scanner-pod-64d5b96b4d                                                                          Created pod: neuvector-scanner-pod-64d5b96b4d-j7pnx
neuvector                   6m43s       Normal    Created                          pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                                                                           Created container istio-init
neuvector                   6m43s       Normal    Pulled                           pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                                                                           Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
